t	Alfa	omega	energia
1.631000	11.383550	5.981844	34033.828367
1.631100	11.384148	5.981892	34032.721414
1.631200	11.384746	5.981941	34031.614768
1.631300	11.385345	5.981989	34030.508432
1.631400	11.385943	5.982038	34029.402406
1.631500	11.386541	5.982086	34028.296689
1.631600	11.387139	5.982135	34027.191284
1.631700	11.387737	5.982183	34026.086190
1.631800	11.388336	5.982232	34024.981408
1.631900	11.388934	5.982280	34023.876939
1.632000	11.389532	5.982329	34022.772783
1.632100	11.390130	5.982377	34021.668940
1.632200	11.390729	5.982426	34020.565413
1.632300	11.391327	5.982474	34019.462200
1.632400	11.391925	5.982523	34018.359303
1.632500	11.392523	5.982571	34017.256723
1.632600	11.393122	5.982619	34016.154459
1.632700	11.393720	5.982668	34015.052513
1.632800	11.394318	5.982716	34013.950884
1.632900	11.394916	5.982765	34012.849575
1.633000	11.395515	5.982813	34011.748585
1.633100	11.396113	5.982861	34010.647915
1.633200	11.396711	5.982910	34009.547565
1.633300	11.397310	5.982958	34008.447536
1.633400	11.397908	5.983006	34007.347829
1.633500	11.398506	5.983055	34006.248445
1.633600	11.399104	5.983103	34005.149383
1.633700	11.399703	5.983151	34004.050645
1.633800	11.400301	5.983200	34002.952230
1.633900	11.400899	5.983248	34001.854141
1.634000	11.401498	5.983296	34000.756377
1.634100	11.402096	5.983345	33999.658939
1.634200	11.402694	5.983393	33998.561827
1.634300	11.403293	5.983441	33997.465042
1.634400	11.403891	5.983489	33996.368586
1.634500	11.404489	5.983538	33995.272457
1.634600	11.405088	5.983586	33994.176657
1.634700	11.405686	5.983634	33993.081187
1.634800	11.406285	5.983682	33991.986047
1.634900	11.406883	5.983731	33990.891238
1.635000	11.407481	5.983779	33989.796760
1.635100	11.408080	5.983827	33988.702614
1.635200	11.408678	5.983875	33987.608800
1.635300	11.409276	5.983924	33986.515320
1.635400	11.409875	5.983972	33985.422173
1.635500	11.410473	5.984020	33984.329361
1.635600	11.411072	5.984068	33983.236883
1.635700	11.411670	5.984116	33982.144741
1.635800	11.412268	5.984164	33981.052935
1.635900	11.412867	5.984213	33979.961466
1.636000	11.413465	5.984261	33978.870334
1.636100	11.414064	5.984309	33977.779540
1.636200	11.414662	5.984357	33976.689085
1.636300	11.415261	5.984405	33975.598969
1.636400	11.415859	5.984453	33974.509192
1.636500	11.416457	5.984501	33973.419756
1.636600	11.417056	5.984550	33972.330660
1.636700	11.417654	5.984598	33971.241906
1.636800	11.418253	5.984646	33970.153494
1.636900	11.418851	5.984694	33969.065425
1.637000	11.419450	5.984742	33967.977699
1.637100	11.420048	5.984790	33966.890317
1.637200	11.420647	5.984838	33965.803279
1.637300	11.421245	5.984886	33964.716587
1.637400	11.421844	5.984934	33963.630240
1.637500	11.422442	5.984982	33962.544240
1.637600	11.423041	5.985030	33961.458586
1.637700	11.423639	5.985078	33960.373280
1.637800	11.424238	5.985126	33959.288321
1.637900	11.424836	5.985174	33958.203712
1.638000	11.425435	5.985222	33957.119452
1.638100	11.426033	5.985270	33956.035541
1.638200	11.426632	5.985318	33954.951981
1.638300	11.427230	5.985366	33953.868772
1.638400	11.427829	5.985414	33952.785915
1.638500	11.428427	5.985462	33951.703410
1.638600	11.429026	5.985510	33950.621257
1.638700	11.429625	5.985558	33949.539458
1.638800	11.430223	5.985606	33948.458014
1.638900	11.430822	5.985654	33947.376923
1.639000	11.431420	5.985702	33946.296188
1.639100	11.432019	5.985750	33945.215809
1.639200	11.432617	5.985798	33944.135786
1.639300	11.433216	5.985846	33943.056120
1.639400	11.433815	5.985894	33941.976812
1.639500	11.434413	5.985941	33940.897862
1.639600	11.435012	5.985989	33939.819270
1.639700	11.435610	5.986037	33938.741038
1.639800	11.436209	5.986085	33937.663166
1.639900	11.436808	5.986133	33936.585654
1.640000	11.437406	5.986181	33935.508504
1.640100	11.438005	5.986229	33934.431715
1.640200	11.438603	5.986276	33933.355289
1.640300	11.439202	5.986324	33932.279226
1.640400	11.439801	5.986372	33931.203526
1.640500	11.440399	5.986420	33930.128190
1.640600	11.440998	5.986468	33929.053219
1.640700	11.441597	5.986516	33927.978613
1.640800	11.442195	5.986563	33926.904373
1.640900	11.442794	5.986611	33925.830499
1.641000	11.443393	5.986659	33924.756993
1.641100	11.443991	5.986707	33923.683854
1.641200	11.444590	5.986754	33922.611083
1.641300	11.445189	5.986802	33921.538682
1.641400	11.445787	5.986850	33920.466649
1.641500	11.446386	5.986898	33919.394987
1.641600	11.446985	5.986945	33918.323695
1.641700	11.447583	5.986993	33917.252775
1.641800	11.448182	5.987041	33916.182226
1.641900	11.448781	5.987089	33915.112050
1.642000	11.449379	5.987136	33914.042246
1.642100	11.449978	5.987184	33912.972817
1.642200	11.450577	5.987232	33911.903761
1.642300	11.451176	5.987279	33910.835080
1.642400	11.451774	5.987327	33909.766775
1.642500	11.452373	5.987375	33908.698845
1.642600	11.452972	5.987422	33907.631292
1.642700	11.453571	5.987470	33906.564116
1.642800	11.454169	5.987518	33905.497317
1.642900	11.454768	5.987565	33904.430897
1.643000	11.455367	5.987613	33903.364856
1.643100	11.455966	5.987660	33902.299194
1.643200	11.456564	5.987708	33901.233913
1.643300	11.457163	5.987756	33900.169012
1.643400	11.457762	5.987803	33899.104492
1.643500	11.458361	5.987851	33898.040354
1.643600	11.458960	5.987898	33896.976598
1.643700	11.459558	5.987946	33895.913226
1.643800	11.460157	5.987994	33894.850236
1.643900	11.460756	5.988041	33893.787632
1.644000	11.461355	5.988089	33892.725411
1.644100	11.461954	5.988136	33891.663577
1.644200	11.462552	5.988184	33890.602128
1.644300	11.463151	5.988231	33889.541065
1.644400	11.463750	5.988279	33888.480390
1.644500	11.464349	5.988326	33887.420102
1.644600	11.464948	5.988374	33886.360203
1.644700	11.465546	5.988421	33885.300693
1.644800	11.466145	5.988469	33884.241572
1.644900	11.466744	5.988516	33883.182841
1.645000	11.467343	5.988564	33882.124500
1.645100	11.467942	5.988611	33881.066551
1.645200	11.468541	5.988659	33880.008994
1.645300	11.469140	5.988706	33878.951829
1.645400	11.469738	5.988754	33877.895056
1.645500	11.470337	5.988801	33876.838678
1.645600	11.470936	5.988849	33875.782694
1.645700	11.471535	5.988896	33874.727104
1.645800	11.472134	5.988943	33873.671909
1.645900	11.472733	5.988991	33872.617111
1.646000	11.473332	5.989038	33871.562709
1.646100	11.473931	5.989086	33870.508704
1.646200	11.474530	5.989133	33869.455097
1.646300	11.475129	5.989180	33868.401888
1.646400	11.475727	5.989228	33867.349077
1.646500	11.476326	5.989275	33866.296666
1.646600	11.476925	5.989323	33865.244655
1.646700	11.477524	5.989370	33864.193045
1.646800	11.478123	5.989417	33863.141836
1.646900	11.478722	5.989465	33862.091028
1.647000	11.479321	5.989512	33861.040623
1.647100	11.479920	5.989559	33859.990621
1.647200	11.480519	5.989607	33858.941022
1.647300	11.481118	5.989654	33857.891827
1.647400	11.481717	5.989701	33856.843037
1.647500	11.482316	5.989748	33855.794652
1.647600	11.482915	5.989796	33854.746673
1.647700	11.483514	5.989843	33853.699100
1.647800	11.484113	5.989890	33852.651934
1.647900	11.484712	5.989938	33851.605176
1.648000	11.485311	5.989985	33850.558826
1.648100	11.485910	5.990032	33849.512884
1.648200	11.486509	5.990079	33848.467352
1.648300	11.487108	5.990127	33847.422230
1.648400	11.487707	5.990174	33846.377518
1.648500	11.488306	5.990221	33845.333217
1.648600	11.488905	5.990268	33844.289328
1.648700	11.489504	5.990315	33843.245851
1.648800	11.490103	5.990363	33842.202787
1.648900	11.490702	5.990410	33841.160136
1.649000	11.491301	5.990457	33840.117899
1.649100	11.491900	5.990504	33839.076077
1.649200	11.492499	5.990551	33838.034670
1.649300	11.493098	5.990599	33836.993678
1.649400	11.493697	5.990646	33835.953103
1.649500	11.494296	5.990693	33834.912944
1.649600	11.494895	5.990740	33833.873203
1.649700	11.495495	5.990787	33832.833880
1.649800	11.496094	5.990834	33831.794975
1.649900	11.496693	5.990881	33830.756490
1.650000	11.497292	5.990928	33829.718424
1.650100	11.497891	5.990976	33828.680779
1.650200	11.498490	5.991023	33827.643554
1.650300	11.499089	5.991070	33826.606751
1.650400	11.499688	5.991117	33825.570370
1.650500	11.500287	5.991164	33824.534412
1.650600	11.500886	5.991211	33823.498877
1.650700	11.501486	5.991258	33822.463765
1.650800	11.502085	5.991305	33821.429078
1.650900	11.502684	5.991352	33820.394816
1.651000	11.503283	5.991399	33819.360980
1.651100	11.503882	5.991446	33818.327569
1.651200	11.504481	5.991493	33817.294585
1.651300	11.505080	5.991540	33816.262028
1.651400	11.505680	5.991587	33815.229900
1.651500	11.506279	5.991634	33814.198199
1.651600	11.506878	5.991681	33813.166927
1.651700	11.507477	5.991728	33812.136085
1.651800	11.508076	5.991775	33811.105674
1.651900	11.508675	5.991822	33810.075692
1.652000	11.509275	5.991869	33809.046142
1.652100	11.509874	5.991916	33808.017024
1.652200	11.510473	5.991963	33806.988339
1.652300	11.511072	5.992010	33805.960086
1.652400	11.511671	5.992057	33804.932267
1.652500	11.512271	5.992104	33803.904882
1.652600	11.512870	5.992151	33802.877931
1.652700	11.513469	5.992198	33801.851416
1.652800	11.514068	5.992245	33800.825337
1.652900	11.514667	5.992291	33799.799695
1.653000	11.515267	5.992338	33798.774489
1.653100	11.515866	5.992385	33797.749721
1.653200	11.516465	5.992432	33796.725391
1.653300	11.517064	5.992479	33795.701499
1.653400	11.517664	5.992526	33794.678047
1.653500	11.518263	5.992573	33793.655035
1.653600	11.518862	5.992620	33792.632463
1.653700	11.519461	5.992666	33791.610333
1.653800	11.520061	5.992713	33790.588644
1.653900	11.520660	5.992760	33789.567397
1.654000	11.521259	5.992807	33788.546593
1.654100	11.521859	5.992854	33787.526232
1.654200	11.522458	5.992900	33786.506315
1.654300	11.523057	5.992947	33785.486842
1.654400	11.523656	5.992994	33784.467814
1.654500	11.524256	5.993041	33783.449232
1.654600	11.524855	5.993088	33782.431097
1.654700	11.525454	5.993134	33781.413408
1.654800	11.526054	5.993181	33780.396166
1.654900	11.526653	5.993228	33779.379372
1.655000	11.527252	5.993275	33778.363026
1.655100	11.527852	5.993321	33777.347130
1.655200	11.528451	5.993368	33776.331683
1.655300	11.529050	5.993415	33775.316686
1.655400	11.529650	5.993461	33774.302140
1.655500	11.530249	5.993508	33773.288045
1.655600	11.530848	5.993555	33772.274402
1.655700	11.531448	5.993602	33771.261212
1.655800	11.532047	5.993648	33770.248474
1.655900	11.532646	5.993695	33769.236191
1.656000	11.533246	5.993742	33768.224361
1.656100	11.533845	5.993788	33767.212986
1.656200	11.534445	5.993835	33766.202066
1.656300	11.535044	5.993882	33765.191602
1.656400	11.535643	5.993928	33764.181594
1.656500	11.536243	5.993975	33763.172044
1.656600	11.536842	5.994021	33762.162951
1.656700	11.537442	5.994068	33761.154316
1.656800	11.538041	5.994115	33760.146139
1.656900	11.538640	5.994161	33759.138422
1.657000	11.539240	5.994208	33758.131165
1.657100	11.539839	5.994255	33757.124368
1.657200	11.540439	5.994301	33756.118032
1.657300	11.541038	5.994348	33755.112158
1.657400	11.541637	5.994394	33754.106745
1.657500	11.542237	5.994441	33753.101796
1.657600	11.542836	5.994487	33752.097309
1.657700	11.543436	5.994534	33751.093286
1.657800	11.544035	5.994580	33750.089728
1.657900	11.544635	5.994627	33749.086634
1.658000	11.545234	5.994673	33748.084006
1.658100	11.545834	5.994720	33747.081844
1.658200	11.546433	5.994767	33746.080149
1.658300	11.547033	5.994813	33745.078921
1.658400	11.547632	5.994860	33744.078160
1.658500	11.548232	5.994906	33743.077868
1.658600	11.548831	5.994952	33742.078044
1.658700	11.549431	5.994999	33741.078690
1.658800	11.550030	5.995045	33740.079806
1.658900	11.550630	5.995092	33739.081393
1.659000	11.551229	5.995138	33738.083450
1.659100	11.551829	5.995185	33737.085980
1.659200	11.552428	5.995231	33736.088981
1.659300	11.553028	5.995278	33735.092455
1.659400	11.553627	5.995324	33734.096403
1.659500	11.554227	5.995370	33733.100825
1.659600	11.554826	5.995417	33732.105721
1.659700	11.555426	5.995463	33731.111092
1.659800	11.556025	5.995510	33730.116939
1.659900	11.556625	5.995556	33729.123261
1.660000	11.557224	5.995602	33728.130061
1.660100	11.557824	5.995649	33727.137338
1.660200	11.558424	5.995695	33726.145093
1.660300	11.559023	5.995742	33725.153326
1.660400	11.559623	5.995788	33724.162038
1.660500	11.560222	5.995834	33723.171229
1.660600	11.560822	5.995881	33722.180901
1.660700	11.561422	5.995927	33721.191054
1.660800	11.562021	5.995973	33720.201687
1.660900	11.562621	5.996020	33719.212802
1.661000	11.563220	5.996066	33718.224400
1.661100	11.563820	5.996112	33717.236481
1.661200	11.564420	5.996158	33716.249045
1.661300	11.565019	5.996205	33715.262093
1.661400	11.565619	5.996251	33714.275625
1.661500	11.566218	5.996297	33713.289643
1.661600	11.566818	5.996343	33712.304146
1.661700	11.567418	5.996390	33711.319136
1.661800	11.568017	5.996436	33710.334613
1.661900	11.568617	5.996482	33709.350576
1.662000	11.569217	5.996528	33708.367028
1.662100	11.569816	5.996575	33707.383968
1.662200	11.570416	5.996621	33706.401397
1.662300	11.571016	5.996667	33705.419316
1.662400	11.571615	5.996713	33704.437725
1.662500	11.572215	5.996760	33703.456625
1.662600	11.572815	5.996806	33702.476016
1.662700	11.573414	5.996852	33701.495899
1.662800	11.574014	5.996898	33700.516274
1.662900	11.574614	5.996944	33699.537142
1.663000	11.575213	5.996990	33698.558503
1.663100	11.575813	5.997037	33697.580359
1.663200	11.576413	5.997083	33696.602709
1.663300	11.577012	5.997129	33695.625554
1.663400	11.577612	5.997175	33694.648895
1.663500	11.578212	5.997221	33693.672732
1.663600	11.578812	5.997267	33692.697067
1.663700	11.579411	5.997313	33691.721898
1.663800	11.580011	5.997359	33690.747227
1.663900	11.580611	5.997406	33689.773055
1.664000	11.581211	5.997452	33688.799382
1.664100	11.581810	5.997498	33687.826209
1.664200	11.582410	5.997544	33686.853535
1.664300	11.583010	5.997590	33685.881362
1.664400	11.583610	5.997636	33684.909691
1.664500	11.584209	5.997682	33683.938521
1.664600	11.584809	5.997728	33682.967854
1.664700	11.585409	5.997774	33681.997690
1.664800	11.586009	5.997820	33681.028029
1.664900	11.586608	5.997866	33680.058872
1.665000	11.587208	5.997912	33679.090219
1.665100	11.587808	5.997958	33678.122072
1.665200	11.588408	5.998004	33677.154431
1.665300	11.589008	5.998050	33676.187295
1.665400	11.589607	5.998096	33675.220667
1.665500	11.590207	5.998142	33674.254545
1.665600	11.590807	5.998188	33673.288932
1.665700	11.591407	5.998234	33672.323827
1.665800	11.592007	5.998280	33671.359231
1.665900	11.592607	5.998326	33670.395144
1.666000	11.593206	5.998372	33669.431568
1.666100	11.593806	5.998418	33668.468502
1.666200	11.594406	5.998464	33667.505948
1.666300	11.595006	5.998510	33666.543905
1.666400	11.595606	5.998556	33665.582374
1.666500	11.596206	5.998601	33664.621356
1.666600	11.596806	5.998647	33663.660852
1.666700	11.597405	5.998693	33662.700861
1.666800	11.598005	5.998739	33661.741385
1.666900	11.598605	5.998785	33660.782424
1.667000	11.599205	5.998831	33659.823979
1.667100	11.599805	5.998877	33658.866049
1.667200	11.600405	5.998923	33657.908636
1.667300	11.601005	5.998968	33656.951741
1.667400	11.601605	5.999014	33655.995363
1.667500	11.602204	5.999060	33655.039504
1.667600	11.602804	5.999106	33654.084163
1.667700	11.603404	5.999152	33653.129342
1.667800	11.604004	5.999198	33652.175041
1.667900	11.604604	5.999243	33651.221260
1.668000	11.605204	5.999289	33650.268000
1.668100	11.605804	5.999335	33649.315262
1.668200	11.606404	5.999381	33648.363046
1.668300	11.607004	5.999427	33647.411353
1.668400	11.607604	5.999472	33646.460182
1.668500	11.608204	5.999518	33645.509536
1.668600	11.608804	5.999564	33644.559414
1.668700	11.609404	5.999610	33643.609817
1.668800	11.610004	5.999655	33642.660745
1.668900	11.610604	5.999701	33641.712199
1.669000	11.611204	5.999747	33640.764180
1.669100	11.611804	5.999793	33639.816687
1.669200	11.612404	5.999838	33638.869722
1.669300	11.613004	5.999884	33637.923286
1.669400	11.613604	5.999930	33636.977378
1.669500	11.614204	5.999975	33636.031999
1.669600	11.614804	6.000021	33635.087150
1.669700	11.615404	6.000067	33634.142831
1.669800	11.616004	6.000112	33633.199043
1.669900	11.616604	6.000158	33632.255787
1.670000	11.617204	6.000204	33631.313062
1.670100	11.617804	6.000249	33630.370870
1.670200	11.618404	6.000295	33629.429211
1.670300	11.619004	6.000341	33628.488085
1.670400	11.619604	6.000386	33627.547494
1.670500	11.620204	6.000432	33626.607437
1.670600	11.620804	6.000477	33625.667915
1.670700	11.621404	6.000523	33624.728929
1.670800	11.622004	6.000569	33623.790479
1.670900	11.622604	6.000614	33622.852566
1.671000	11.623204	6.000660	33621.915190
1.671100	11.623804	6.000705	33620.978353
1.671200	11.624404	6.000751	33620.042053
1.671300	11.625004	6.000797	33619.106293
1.671400	11.625604	6.000842	33618.171072
1.671500	11.626204	6.000888	33617.236391
1.671600	11.626804	6.000933	33616.302251
1.671700	11.627405	6.000979	33615.368651
1.671800	11.628005	6.001024	33614.435594
1.671900	11.628605	6.001070	33613.503078
1.672000	11.629205	6.001115	33612.571106
1.672100	11.629805	6.001161	33611.639676
1.672200	11.630405	6.001206	33610.708791
1.672300	11.631005	6.001252	33609.778449
1.672400	11.631605	6.001297	33608.848653
1.672500	11.632206	6.001343	33607.919402
1.672600	11.632806	6.001388	33606.990697
1.672700	11.633406	6.001434	33606.062538
1.672800	11.634006	6.001479	33605.134927
1.672900	11.634606	6.001525	33604.207863
1.673000	11.635206	6.001570	33603.281347
1.673100	11.635806	6.001615	33602.355380
1.673200	11.636407	6.001661	33601.429961
1.673300	11.637007	6.001706	33600.505093
1.673400	11.637607	6.001752	33599.580775
1.673500	11.638207	6.001797	33598.657007
1.673600	11.638807	6.001843	33597.733791
1.673700	11.639407	6.001888	33596.811127
1.673800	11.640008	6.001933	33595.889015
1.673900	11.640608	6.001979	33594.967456
1.674000	11.641208	6.002024	33594.046451
1.674100	11.641808	6.002069	33593.125999
1.674200	11.642408	6.002115	33592.206102
1.674300	11.643009	6.002160	33591.286760
1.674400	11.643609	6.002205	33590.367973
1.674500	11.644209	6.002251	33589.449743
1.674600	11.644809	6.002296	33588.532069
1.674700	11.645410	6.002341	33587.614953
1.674800	11.646010	6.002387	33586.698394
1.674900	11.646610	6.002432	33585.782394
1.675000	11.647210	6.002477	33584.866952
1.675100	11.647811	6.002523	33583.952069
1.675200	11.648411	6.002568	33583.037747
1.675300	11.649011	6.002613	33582.123984
1.675400	11.649611	6.002658	33581.210783
1.675500	11.650212	6.002704	33580.298143
1.675600	11.650812	6.002749	33579.386065
1.675700	11.651412	6.002794	33578.474549
1.675800	11.652012	6.002840	33577.563597
1.675900	11.652613	6.002885	33576.653208
1.676000	11.653213	6.002930	33575.743383
1.676100	11.653813	6.002975	33574.834123
1.676200	11.654414	6.003020	33573.925428
1.676300	11.655014	6.003066	33573.017298
1.676400	11.655614	6.003111	33572.109735
1.676500	11.656215	6.003156	33571.202738
1.676600	11.656815	6.003201	33570.296309
1.676700	11.657415	6.003246	33569.390448
1.676800	11.658015	6.003292	33568.485154
1.676900	11.658616	6.003337	33567.580430
1.677000	11.659216	6.003382	33566.676275
1.677100	11.659816	6.003427	33565.772690
1.677200	11.660417	6.003472	33564.869675
1.677300	11.661017	6.003517	33563.967231
1.677400	11.661618	6.003562	33563.065359
1.677500	11.662218	6.003608	33562.164059
1.677600	11.662818	6.003653	33561.263331
1.677700	11.663419	6.003698	33560.363177
1.677800	11.664019	6.003743	33559.463595
1.677900	11.664619	6.003788	33558.564588
1.678000	11.665220	6.003833	33557.666156
1.678100	11.665820	6.003878	33556.768299
1.678200	11.666421	6.003923	33555.871017
1.678300	11.667021	6.003968	33554.974312
1.678400	11.667621	6.004013	33554.078183
1.678500	11.668222	6.004058	33553.182632
1.678600	11.668822	6.004103	33552.287658
1.678700	11.669423	6.004148	33551.393263
1.678800	11.670023	6.004193	33550.499447
1.678900	11.670623	6.004238	33549.606210
1.679000	11.671224	6.004284	33548.713552
1.679100	11.671824	6.004329	33547.821476
1.679200	11.672425	6.004374	33546.929980
1.679300	11.673025	6.004419	33546.039065
1.679400	11.673626	6.004463	33545.148733
1.679500	11.674226	6.004508	33544.258983
1.679600	11.674826	6.004553	33543.369816
1.679700	11.675427	6.004598	33542.481232
1.679800	11.676027	6.004643	33541.593233
1.679900	11.676628	6.004688	33540.705818
1.680000	11.677228	6.004733	33539.818988
1.680100	11.677829	6.004778	33538.932744
1.680200	11.678429	6.004823	33538.047086
1.680300	11.679030	6.004868	33537.162015
1.680400	11.679630	6.004913	33536.277530
1.680500	11.680231	6.004958	33535.393634
1.680600	11.680831	6.005003	33534.510326
1.680700	11.681432	6.005048	33533.627606
1.680800	11.682032	6.005093	33532.745476
1.680900	11.682633	6.005137	33531.863935
1.681000	11.683233	6.005182	33530.982985
1.681100	11.683834	6.005227	33530.102626
1.681200	11.684434	6.005272	33529.222857
1.681300	11.685035	6.005317	33528.343681
1.681400	11.685635	6.005362	33527.465097
1.681500	11.686236	6.005407	33526.587106
1.681600	11.686836	6.005451	33525.709709
1.681700	11.687437	6.005496	33524.832905
1.681800	11.688038	6.005541	33523.956696
1.681900	11.688638	6.005586	33523.081082
1.682000	11.689239	6.005631	33522.206063
1.682100	11.689839	6.005675	33521.331640
1.682200	11.690440	6.005720	33520.457814
1.682300	11.691040	6.005765	33519.584584
1.682400	11.691641	6.005810	33518.711952
1.682500	11.692242	6.005855	33517.839919
1.682600	11.692842	6.005899	33516.968483
1.682700	11.693443	6.005944	33516.097647
1.682800	11.694043	6.005989	33515.227411
1.682900	11.694644	6.006034	33514.357774
1.683000	11.695245	6.006078	33513.488739
1.683100	11.695845	6.006123	33512.620304
1.683200	11.696446	6.006168	33511.752471
1.683300	11.697046	6.006212	33510.885240
1.683400	11.697647	6.006257	33510.018612
1.683500	11.698248	6.006302	33509.152587
1.683600	11.698848	6.006347	33508.287166
1.683700	11.699449	6.006391	33507.422349
1.683800	11.700050	6.006436	33506.558136
1.683900	11.700650	6.006481	33505.694529
1.684000	11.701251	6.006525	33504.831528
1.684100	11.701851	6.006570	33503.969133
1.684200	11.702452	6.006615	33503.107344
1.684300	11.703053	6.006659	33502.246163
1.684400	11.703653	6.006704	33501.385590
1.684500	11.704254	6.006748	33500.525625
1.684600	11.704855	6.006793	33499.666269
1.684700	11.705456	6.006838	33498.807522
1.684800	11.706056	6.006882	33497.949385
1.684900	11.706657	6.006927	33497.091859
1.685000	11.707258	6.006971	33496.234943
1.685100	11.707858	6.007016	33495.378639
1.685200	11.708459	6.007061	33494.522946
1.685300	11.709060	6.007105	33493.667866
1.685400	11.709660	6.007150	33492.813399
1.685500	11.710261	6.007194	33491.959545
1.685600	11.710862	6.007239	33491.106305
1.685700	11.711463	6.007283	33490.253680
1.685800	11.712063	6.007328	33489.401669
1.685900	11.712664	6.007373	33488.550274
1.686000	11.713265	6.007417	33487.699495
1.686100	11.713866	6.007462	33486.849332
1.686200	11.714466	6.007506	33485.999787
1.686300	11.715067	6.007551	33485.150858
1.686400	11.715668	6.007595	33484.302548
1.686500	11.716269	6.007640	33483.454856
1.686600	11.716869	6.007684	33482.607783
1.686700	11.717470	6.007728	33481.761330
1.686800	11.718071	6.007773	33480.915496
1.686900	11.718672	6.007817	33480.070284
1.687000	11.719272	6.007862	33479.225692
1.687100	11.719873	6.007906	33478.381721
1.687200	11.720474	6.007951	33477.538373
1.687300	11.721075	6.007995	33476.695647
1.687400	11.721676	6.008040	33475.853544
1.687500	11.722276	6.008084	33475.012065
1.687600	11.722877	6.008128	33474.171210
1.687700	11.723478	6.008173	33473.330979
1.687800	11.724079	6.008217	33472.491373
1.687900	11.724680	6.008262	33471.652393
1.688000	11.725281	6.008306	33470.814039
1.688100	11.725881	6.008350	33469.976312
1.688200	11.726482	6.008395	33469.139211
1.688300	11.727083	6.008439	33468.302738
1.688400	11.727684	6.008483	33467.466893
1.688500	11.728285	6.008528	33466.631677
1.688600	11.728886	6.008572	33465.797089
1.688700	11.729486	6.008616	33464.963132
1.688800	11.730087	6.008661	33464.129804
1.688900	11.730688	6.008705	33463.297107
1.689000	11.731289	6.008749	33462.465041
1.689100	11.731890	6.008794	33461.633606
1.689200	11.732491	6.008838	33460.802804
1.689300	11.733092	6.008882	33459.972634
1.689400	11.733693	6.008927	33459.143097
1.689500	11.734293	6.008971	33458.314193
1.689600	11.734894	6.009015	33457.485924
1.689700	11.735495	6.009059	33456.658289
1.689800	11.736096	6.009104	33455.831290
1.689900	11.736697	6.009148	33455.004925
1.690000	11.737298	6.009192	33454.179197
1.690100	11.737899	6.009236	33453.354106
1.690200	11.738500	6.009281	33452.529651
1.690300	11.739101	6.009325	33451.705834
1.690400	11.739702	6.009369	33450.882655
1.690500	11.740303	6.009413	33450.060115
1.690600	11.740904	6.009458	33449.238213
1.690700	11.741505	6.009502	33448.416951
1.690800	11.742105	6.009546	33447.596330
1.690900	11.742706	6.009590	33446.776348
1.691000	11.743307	6.009634	33445.957008
1.691100	11.743908	6.009678	33445.138309
1.691200	11.744509	6.009723	33444.320252
1.691300	11.745110	6.009767	33443.502838
1.691400	11.745711	6.009811	33442.686066
1.691500	11.746312	6.009855	33441.869939
1.691600	11.746913	6.009899	33441.054455
1.691700	11.747514	6.009943	33440.239615
1.691800	11.748115	6.009987	33439.425421
1.691900	11.748716	6.010031	33438.611872
1.692000	11.749317	6.010076	33437.798969
1.692100	11.749918	6.010120	33436.986712
1.692200	11.750519	6.010164	33436.175102
1.692300	11.751120	6.010208	33435.364140
1.692400	11.751721	6.010252	33434.553826
1.692500	11.752322	6.010296	33433.744160
1.692600	11.752923	6.010340	33432.935143
1.692700	11.753524	6.010384	33432.126775
1.692800	11.754125	6.010428	33431.319057
1.692900	11.754727	6.010472	33430.511990
1.693000	11.755328	6.010516	33429.705573
1.693100	11.755929	6.010560	33428.899808
1.693200	11.756530	6.010604	33428.094695
1.693300	11.757131	6.010648	33427.290234
1.693400	11.757732	6.010692	33426.486426
1.693500	11.758333	6.010736	33425.683271
1.693600	11.758934	6.010780	33424.880770
1.693700	11.759535	6.010824	33424.078923
1.693800	11.760136	6.010868	33423.277731
1.693900	11.760737	6.010912	33422.477194
1.694000	11.761338	6.010956	33421.677313
1.694100	11.761939	6.011000	33420.878089
1.694200	11.762541	6.011044	33420.079521
1.694300	11.763142	6.011088	33419.281610
1.694400	11.763743	6.011132	33418.484357
1.694500	11.764344	6.011176	33417.687762
1.694600	11.764945	6.011220	33416.891826
1.694700	11.765546	6.011264	33416.096549
1.694800	11.766147	6.011308	33415.301931
1.694900	11.766748	6.011352	33414.507974
1.695000	11.767349	6.011395	33413.714678
1.695100	11.767951	6.011439	33412.922042
1.695200	11.768552	6.011483	33412.130068
1.695300	11.769153	6.011527	33411.338756
1.695400	11.769754	6.011571	33410.548107
1.695500	11.770355	6.011615	33409.758121
1.695600	11.770956	6.011659	33408.968798
1.695700	11.771558	6.011703	33408.180139
1.695800	11.772159	6.011746	33407.392145
1.695900	11.772760	6.011790	33406.604816
1.696000	11.773361	6.011834	33405.818152
1.696100	11.773962	6.011878	33405.032155
1.696200	11.774563	6.011922	33404.246823
1.696300	11.775165	6.011966	33403.462159
1.696400	11.775766	6.012009	33402.678162
1.696500	11.776367	6.012053	33401.894832
1.696600	11.776968	6.012097	33401.112172
1.696700	11.777569	6.012141	33400.330180
1.696800	11.778171	6.012184	33399.548857
1.696900	11.778772	6.012228	33398.768204
1.697000	11.779373	6.012272	33397.988221
1.697100	11.779974	6.012316	33397.208910
1.697200	11.780576	6.012359	33396.430269
1.697300	11.781177	6.012403	33395.652300
1.697400	11.781778	6.012447	33394.875004
1.697500	11.782379	6.012491	33394.098380
