t	Alfa	omega	energia
7.441000	47.703628	6.283163	40935.450186
7.441100	47.704256	6.283163	40934.436777
7.441200	47.704885	6.283163	40933.422396
7.441300	47.705513	6.283163	40932.407044
7.441400	47.706141	6.283163	40931.390721
7.441500	47.706770	6.283163	40930.373428
7.441600	47.707398	6.283163	40929.355165
7.441700	47.708026	6.283163	40928.335932
7.441800	47.708655	6.283163	40927.315730
7.441900	47.709283	6.283163	40926.294559
7.442000	47.709911	6.283163	40925.272420
7.442100	47.710540	6.283163	40924.249313
7.442200	47.711168	6.283163	40923.225238
7.442300	47.711796	6.283163	40922.200196
7.442400	47.712425	6.283163	40921.174187
7.442500	47.713053	6.283163	40920.147212
7.442600	47.713681	6.283163	40919.119271
7.442700	47.714309	6.283163	40918.090364
7.442800	47.714938	6.283163	40917.060492
7.442900	47.715566	6.283163	40916.029656
7.443000	47.716194	6.283163	40914.997855
7.443100	47.716823	6.283163	40913.965090
7.443200	47.717451	6.283163	40912.931361
7.443300	47.718079	6.283163	40911.896670
7.443400	47.718708	6.283163	40910.861016
7.443500	47.719336	6.283163	40909.824399
7.443600	47.719964	6.283163	40908.786821
7.443700	47.720593	6.283163	40907.748281
7.443800	47.721221	6.283163	40906.708780
7.443900	47.721849	6.283163	40905.668318
7.444000	47.722478	6.283163	40904.626896
7.444100	47.723106	6.283163	40903.584515
7.444200	47.723734	6.283163	40902.541173
7.444300	47.724363	6.283163	40901.496873
7.444400	47.724991	6.283163	40900.451614
7.444500	47.725619	6.283163	40899.405397
7.444600	47.726247	6.283163	40898.358223
7.444700	47.726876	6.283163	40897.310090
7.444800	47.727504	6.283163	40896.261001
7.444900	47.728132	6.283163	40895.210956
7.445000	47.728761	6.283163	40894.159954
7.445100	47.729389	6.283163	40893.107996
7.445200	47.730017	6.283163	40892.055084
7.445300	47.730646	6.283163	40891.001216
7.445400	47.731274	6.283163	40889.946394
7.445500	47.731902	6.283163	40888.890618
7.445600	47.732531	6.283163	40887.833888
7.445700	47.733159	6.283163	40886.776205
7.445800	47.733787	6.283163	40885.717569
7.445900	47.734416	6.283163	40884.657981
7.446000	47.735044	6.283163	40883.597441
7.446100	47.735672	6.283163	40882.535949
7.446200	47.736301	6.283163	40881.473506
7.446300	47.736929	6.283163	40880.410113
7.446400	47.737557	6.283163	40879.345769
7.446500	47.738186	6.283163	40878.280475
7.446600	47.738814	6.283163	40877.214232
7.446700	47.739442	6.283163	40876.147040
7.446800	47.740070	6.283163	40875.078900
7.446900	47.740699	6.283163	40874.009811
7.447000	47.741327	6.283163	40872.939774
7.447100	47.741955	6.283163	40871.868790
7.447200	47.742584	6.283163	40870.796859
7.447300	47.743212	6.283163	40869.723982
7.447400	47.743840	6.283163	40868.650159
7.447500	47.744469	6.283163	40867.575389
7.447600	47.745097	6.283163	40866.499675
7.447700	47.745725	6.283163	40865.423016
7.447800	47.746354	6.283163	40864.345413
7.447900	47.746982	6.283163	40863.266865
7.448000	47.747610	6.283163	40862.187374
7.448100	47.748239	6.283163	40861.106941
7.448200	47.748867	6.283163	40860.025564
7.448300	47.749495	6.283163	40858.943245
7.448400	47.750124	6.283163	40857.859984
7.448500	47.750752	6.283163	40856.775782
7.448600	47.751380	6.283163	40855.690639
7.448700	47.752008	6.283163	40854.604556
7.448800	47.752637	6.283163	40853.517532
7.448900	47.753265	6.283163	40852.429569
7.449000	47.753893	6.283163	40851.340666
7.449100	47.754522	6.283163	40850.250825
7.449200	47.755150	6.283163	40849.160045
7.449300	47.755778	6.283163	40848.068328
7.449400	47.756407	6.283163	40846.975673
7.449500	47.757035	6.283163	40845.882080
7.449600	47.757663	6.283163	40844.787552
7.449700	47.758292	6.283163	40843.692087
7.449800	47.758920	6.283163	40842.595686
7.449900	47.759548	6.283163	40841.498349
7.450000	47.760177	6.283163	40840.400078
7.450100	47.760805	6.283163	40839.300873
7.450200	47.761433	6.283163	40838.200733
7.450300	47.762062	6.283163	40837.099660
7.450400	47.762690	6.283163	40835.997653
7.450500	47.763318	6.283163	40834.894714
7.450600	47.763946	6.283163	40833.790842
7.450700	47.764575	6.283163	40832.686039
7.450800	47.765203	6.283163	40831.580304
7.450900	47.765831	6.283163	40830.473638
7.451000	47.766460	6.283163	40829.366042
7.451100	47.767088	6.283163	40828.257515
7.451200	47.767716	6.283163	40827.148059
7.451300	47.768345	6.283163	40826.037674
7.451400	47.768973	6.283163	40824.926359
7.451500	47.769601	6.283163	40823.814117
7.451600	47.770230	6.283163	40822.700946
7.451700	47.770858	6.283163	40821.586848
7.451800	47.771486	6.283163	40820.471823
7.451900	47.772115	6.283163	40819.355871
7.452000	47.772743	6.283163	40818.238993
7.452100	47.773371	6.283163	40817.121189
7.452200	47.774000	6.283163	40816.002460
7.452300	47.774628	6.283163	40814.882806
7.452400	47.775256	6.283163	40813.762228
7.452500	47.775884	6.283163	40812.640726
7.452600	47.776513	6.283163	40811.518300
7.452700	47.777141	6.283163	40810.394951
7.452800	47.777769	6.283163	40809.270680
7.452900	47.778398	6.283163	40808.145486
7.453000	47.779026	6.283163	40807.019370
7.453100	47.779654	6.283163	40805.892334
7.453200	47.780283	6.283163	40804.764376
7.453300	47.780911	6.283163	40803.635498
7.453400	47.781539	6.283163	40802.505700
7.453500	47.782168	6.283163	40801.374982
7.453600	47.782796	6.283163	40800.243346
7.453700	47.783424	6.283163	40799.110791
7.453800	47.784053	6.283163	40797.977317
7.453900	47.784681	6.283163	40796.842926
7.454000	47.785309	6.283163	40795.707618
7.454100	47.785938	6.283163	40794.571392
7.454200	47.786566	6.283163	40793.434251
7.454300	47.787194	6.283163	40792.296193
7.454400	47.787822	6.283163	40791.157220
7.454500	47.788451	6.283163	40790.017332
7.454600	47.789079	6.283163	40788.876529
7.454700	47.789707	6.283163	40787.734812
7.454800	47.790336	6.283163	40786.592181
7.454900	47.790964	6.283163	40785.448638
7.455000	47.791592	6.283163	40784.304181
7.455100	47.792221	6.283163	40783.158812
7.455200	47.792849	6.283163	40782.012531
7.455300	47.793477	6.283163	40780.865339
7.455400	47.794106	6.283163	40779.717236
7.455500	47.794734	6.283163	40778.568222
7.455600	47.795362	6.283163	40777.418298
7.455700	47.795991	6.283163	40776.267464
7.455800	47.796619	6.283163	40775.115722
7.455900	47.797247	6.283163	40773.963070
7.456000	47.797876	6.283163	40772.809511
7.456100	47.798504	6.283163	40771.655043
7.456200	47.799132	6.283163	40770.499668
7.456300	47.799761	6.283163	40769.343387
7.456400	47.800389	6.283163	40768.186199
7.456500	47.801017	6.283163	40767.028105
7.456600	47.801645	6.283163	40765.869105
7.456700	47.802274	6.283163	40764.709200
7.456800	47.802902	6.283163	40763.548391
7.456900	47.803530	6.283163	40762.386678
7.457000	47.804159	6.283163	40761.224061
7.457100	47.804787	6.283163	40760.060540
7.457200	47.805415	6.283163	40758.896117
7.457300	47.806044	6.283163	40757.730792
7.457400	47.806672	6.283163	40756.564565
7.457500	47.807300	6.283163	40755.397436
7.457600	47.807929	6.283163	40754.229406
7.457700	47.808557	6.283163	40753.060476
7.457800	47.809185	6.283163	40751.890646
7.457900	47.809814	6.283163	40750.719917
7.458000	47.810442	6.283163	40749.548288
7.458100	47.811070	6.283163	40748.375761
7.458200	47.811699	6.283163	40747.202335
7.458300	47.812327	6.283163	40746.028012
7.458400	47.812955	6.283163	40744.852792
7.458500	47.813583	6.283163	40743.676675
7.458600	47.814212	6.283163	40742.499662
7.458700	47.814840	6.283163	40741.321752
7.458800	47.815468	6.283163	40740.142948
7.458900	47.816097	6.283163	40738.963248
7.459000	47.816725	6.283163	40737.782654
7.459100	47.817353	6.283163	40736.601166
7.459200	47.817982	6.283163	40735.418785
7.459300	47.818610	6.283163	40734.235510
7.459400	47.819238	6.283163	40733.051343
7.459500	47.819867	6.283163	40731.866284
7.459600	47.820495	6.283163	40730.680333
7.459700	47.821123	6.283163	40729.493491
7.459800	47.821752	6.283163	40728.305759
7.459900	47.822380	6.283163	40727.117136
7.460000	47.823008	6.283163	40725.927623
7.460100	47.823637	6.283163	40724.737221
7.460200	47.824265	6.283163	40723.545931
7.460300	47.824893	6.283163	40722.353751
7.460400	47.825521	6.283163	40721.160684
7.460500	47.826150	6.283163	40719.966730
7.460600	47.826778	6.283163	40718.771889
7.460700	47.827406	6.283163	40717.576161
7.460800	47.828035	6.283163	40716.379547
7.460900	47.828663	6.283163	40715.182048
7.461000	47.829291	6.283163	40713.983663
7.461100	47.829920	6.283163	40712.784394
7.461200	47.830548	6.283163	40711.584241
7.461300	47.831176	6.283163	40710.383205
7.461400	47.831805	6.283163	40709.181285
7.461500	47.832433	6.283163	40707.978482
7.461600	47.833061	6.283163	40706.774798
7.461700	47.833690	6.283163	40705.570231
7.461800	47.834318	6.283163	40704.364783
7.461900	47.834946	6.283163	40703.158455
7.462000	47.835575	6.283163	40701.951246
7.462100	47.836203	6.283163	40700.743157
7.462200	47.836831	6.283163	40699.534190
7.462300	47.837459	6.283163	40698.324343
7.462400	47.838088	6.283163	40697.113617
7.462500	47.838716	6.283163	40695.902014
7.462600	47.839344	6.283163	40694.689534
7.462700	47.839973	6.283163	40693.476176
7.462800	47.840601	6.283163	40692.261942
7.462900	47.841229	6.283163	40691.046832
7.463000	47.841858	6.283163	40689.830846
7.463100	47.842486	6.283163	40688.613986
7.463200	47.843114	6.283163	40687.396251
7.463300	47.843743	6.283163	40686.177641
7.463400	47.844371	6.283163	40684.958159
7.463500	47.844999	6.283163	40683.737803
7.463600	47.845628	6.283163	40682.516574
7.463700	47.846256	6.283163	40681.294473
7.463800	47.846884	6.283163	40680.071501
7.463900	47.847513	6.283163	40678.847657
7.464000	47.848141	6.283163	40677.622943
7.464100	47.848769	6.283163	40676.397358
7.464200	47.849397	6.283163	40675.170904
7.464300	47.850026	6.283163	40673.943581
7.464400	47.850654	6.283163	40672.715388
7.464500	47.851282	6.283163	40671.486328
7.464600	47.851911	6.283163	40670.256399
7.464700	47.852539	6.283163	40669.025604
7.464800	47.853167	6.283163	40667.793941
7.464900	47.853796	6.283163	40666.561412
7.465000	47.854424	6.283163	40665.328017
7.465100	47.855052	6.283163	40664.093757
7.465200	47.855681	6.283163	40662.858632
7.465300	47.856309	6.283163	40661.622643
7.465400	47.856937	6.283163	40660.385790
7.465500	47.857566	6.283163	40659.148073
7.465600	47.858194	6.283163	40657.909493
7.465700	47.858822	6.283163	40656.670051
7.465800	47.859451	6.283163	40655.429747
7.465900	47.860079	6.283163	40654.188582
7.466000	47.860707	6.283163	40652.946556
7.466100	47.861336	6.283163	40651.703669
7.466200	47.861964	6.283163	40650.459922
7.466300	47.862592	6.283163	40649.215315
7.466400	47.863220	6.283163	40647.969850
7.466500	47.863849	6.283163	40646.723526
7.466600	47.864477	6.283163	40645.476344
7.466700	47.865105	6.283164	40644.228305
7.466800	47.865734	6.283164	40642.979408
7.466900	47.866362	6.283164	40641.729655
7.467000	47.866990	6.283164	40640.479046
7.467100	47.867619	6.283164	40639.227581
7.467200	47.868247	6.283164	40637.975261
7.467300	47.868875	6.283164	40636.722087
7.467400	47.869504	6.283164	40635.468059
7.467500	47.870132	6.283164	40634.213177
7.467600	47.870760	6.283164	40632.957442
7.467700	47.871389	6.283164	40631.700854
7.467800	47.872017	6.283164	40630.443414
7.467900	47.872645	6.283164	40629.185123
7.468000	47.873274	6.283164	40627.925981
7.468100	47.873902	6.283164	40626.665988
7.468200	47.874530	6.283164	40625.405145
7.468300	47.875158	6.283164	40624.143452
7.468400	47.875787	6.283164	40622.880910
7.468500	47.876415	6.283164	40621.617520
7.468600	47.877043	6.283164	40620.353281
7.468700	47.877672	6.283164	40619.088195
7.468800	47.878300	6.283164	40617.822262
7.468900	47.878928	6.283164	40616.555482
7.469000	47.879557	6.283164	40615.287856
7.469100	47.880185	6.283164	40614.019384
7.469200	47.880813	6.283164	40612.750067
7.469300	47.881442	6.283164	40611.479906
7.469400	47.882070	6.283164	40610.208900
7.469500	47.882698	6.283164	40608.937051
7.469600	47.883327	6.283164	40607.664359
7.469700	47.883955	6.283164	40606.390824
7.469800	47.884583	6.283164	40605.116448
7.469900	47.885212	6.283164	40603.841229
7.470000	47.885840	6.283164	40602.565170
7.470100	47.886468	6.283164	40601.288269
7.470200	47.887096	6.283164	40600.010529
7.470300	47.887725	6.283164	40598.731949
7.470400	47.888353	6.283164	40597.452531
7.470500	47.888981	6.283164	40596.172273
7.470600	47.889610	6.283164	40594.891178
7.470700	47.890238	6.283164	40593.609244
7.470800	47.890866	6.283164	40592.326474
7.470900	47.891495	6.283164	40591.042868
7.471000	47.892123	6.283164	40589.758425
7.471100	47.892751	6.283164	40588.473147
7.471200	47.893380	6.283164	40587.187033
7.471300	47.894008	6.283164	40585.900086
7.471400	47.894636	6.283164	40584.612304
7.471500	47.895265	6.283164	40583.323688
7.471600	47.895893	6.283164	40582.034240
7.471700	47.896521	6.283164	40580.743959
7.471800	47.897150	6.283164	40579.452847
7.471900	47.897778	6.283164	40578.160902
7.472000	47.898406	6.283164	40576.868127
7.472100	47.899034	6.283164	40575.574521
7.472200	47.899663	6.283164	40574.280086
7.472300	47.900291	6.283164	40572.984821
7.472400	47.900919	6.283164	40571.688727
7.472500	47.901548	6.283164	40570.391805
7.472600	47.902176	6.283164	40569.094054
7.472700	47.902804	6.283164	40567.795477
7.472800	47.903433	6.283164	40566.496072
7.472900	47.904061	6.283164	40565.195842
7.473000	47.904689	6.283164	40563.894785
7.473100	47.905318	6.283164	40562.592903
7.473200	47.905946	6.283164	40561.290196
7.473300	47.906574	6.283164	40559.986665
7.473400	47.907203	6.283164	40558.682311
7.473500	47.907831	6.283164	40557.377132
7.473600	47.908459	6.283164	40556.071132
7.473700	47.909088	6.283164	40554.764309
7.473800	47.909716	6.283164	40553.456664
7.473900	47.910344	6.283164	40552.148198
7.474000	47.910972	6.283164	40550.838911
7.474100	47.911601	6.283164	40549.528804
7.474200	47.912229	6.283164	40548.217878
7.474300	47.912857	6.283164	40546.906132
7.474400	47.913486	6.283164	40545.593568
7.474500	47.914114	6.283164	40544.280186
7.474600	47.914742	6.283164	40542.965986
7.474700	47.915371	6.283164	40541.650969
7.474800	47.915999	6.283164	40540.335135
7.474900	47.916627	6.283164	40539.018486
7.475000	47.917256	6.283164	40537.701021
7.475100	47.917884	6.283164	40536.382741
7.475200	47.918512	6.283164	40535.063646
7.475300	47.919141	6.283164	40533.743738
7.475400	47.919769	6.283164	40532.423016
7.475500	47.920397	6.283164	40531.101481
7.475600	47.921026	6.283164	40529.779134
7.475700	47.921654	6.283164	40528.455975
7.475800	47.922282	6.283164	40527.132005
7.475900	47.922911	6.283164	40525.807223
7.476000	47.923539	6.283164	40524.481632
7.476100	47.924167	6.283164	40523.155231
7.476200	47.924795	6.283164	40521.828020
7.476300	47.925424	6.283164	40520.500001
7.476400	47.926052	6.283164	40519.171174
7.476500	47.926680	6.283164	40517.841539
7.476600	47.927309	6.283164	40516.511097
7.476700	47.927937	6.283164	40515.179848
7.476800	47.928565	6.283164	40513.847793
7.476900	47.929194	6.283164	40512.514933
7.477000	47.929822	6.283164	40511.181268
7.477100	47.930450	6.283164	40509.846798
7.477200	47.931079	6.283164	40508.511524
7.477300	47.931707	6.283164	40507.175446
7.477400	47.932335	6.283164	40505.838566
7.477500	47.932964	6.283164	40504.500883
7.477600	47.933592	6.283164	40503.162399
7.477700	47.934220	6.283164	40501.823113
7.477800	47.934849	6.283164	40500.483026
7.477900	47.935477	6.283164	40499.142139
7.478000	47.936105	6.283164	40497.800452
7.478100	47.936733	6.283164	40496.457966
7.478200	47.937362	6.283164	40495.114681
7.478300	47.937990	6.283164	40493.770599
7.478400	47.938618	6.283164	40492.425718
7.478500	47.939247	6.283164	40491.080040
7.478600	47.939875	6.283164	40489.733566
7.478700	47.940503	6.283164	40488.386296
7.478800	47.941132	6.283164	40487.038230
7.478900	47.941760	6.283164	40485.689369
7.479000	47.942388	6.283164	40484.339714
7.479100	47.943017	6.283164	40482.989265
7.479200	47.943645	6.283164	40481.638023
7.479300	47.944273	6.283164	40480.285987
7.479400	47.944902	6.283164	40478.933160
7.479500	47.945530	6.283164	40477.579540
7.479600	47.946158	6.283164	40476.225129
7.479700	47.946787	6.283164	40474.869928
7.479800	47.947415	6.283164	40473.513936
7.479900	47.948043	6.283164	40472.157155
7.480000	47.948671	6.283164	40470.799585
7.480100	47.949300	6.283164	40469.441226
7.480200	47.949928	6.283164	40468.082079
7.480300	47.950556	6.283164	40466.722145
7.480400	47.951185	6.283164	40465.361423
7.480500	47.951813	6.283164	40463.999915
7.480600	47.952441	6.283164	40462.637622
7.480700	47.953070	6.283164	40461.274543
7.480800	47.953698	6.283164	40459.910679
7.480900	47.954326	6.283164	40458.546031
7.481000	47.954955	6.283164	40457.180599
7.481100	47.955583	6.283164	40455.814384
7.481200	47.956211	6.283164	40454.447386
7.481300	47.956840	6.283164	40453.079606
7.481400	47.957468	6.283164	40451.711045
7.481500	47.958096	6.283164	40450.341703
7.481600	47.958725	6.283164	40448.971580
7.481700	47.959353	6.283164	40447.600677
7.481800	47.959981	6.283164	40446.228994
7.481900	47.960609	6.283164	40444.856533
7.482000	47.961238	6.283164	40443.483294
7.482100	47.961866	6.283164	40442.109277
7.482200	47.962494	6.283164	40440.734482
7.482300	47.963123	6.283164	40439.358911
7.482400	47.963751	6.283164	40437.982564
7.482500	47.964379	6.283164	40436.605441
7.482600	47.965008	6.283164	40435.227543
7.482700	47.965636	6.283164	40433.848870
7.482800	47.966264	6.283164	40432.469423
7.482900	47.966893	6.283164	40431.089203
7.483000	47.967521	6.283164	40429.708211
7.483100	47.968149	6.283164	40428.326445
7.483200	47.968778	6.283164	40426.943908
7.483300	47.969406	6.283164	40425.560600
7.483400	47.970034	6.283164	40424.176521
7.483500	47.970663	6.283164	40422.791672
7.483600	47.971291	6.283164	40421.406053
7.483700	47.971919	6.283164	40420.019665
7.483800	47.972548	6.283164	40418.632509
7.483900	47.973176	6.283164	40417.244585
7.484000	47.973804	6.283164	40415.855893
7.484100	47.974432	6.283164	40414.466434
7.484200	47.975061	6.283164	40413.076209
7.484300	47.975689	6.283164	40411.685219
7.484400	47.976317	6.283164	40410.293463
7.484500	47.976946	6.283164	40408.900942
7.484600	47.977574	6.283164	40407.507657
7.484700	47.978202	6.283164	40406.113609
7.484800	47.978831	6.283164	40404.718797
7.484900	47.979459	6.283164	40403.323223
7.485000	47.980087	6.283164	40401.926888
7.485100	47.980716	6.283164	40400.529790
7.485200	47.981344	6.283164	40399.131932
7.485300	47.981972	6.283164	40397.733314
7.485400	47.982601	6.283164	40396.333936
7.485500	47.983229	6.283164	40394.933799
7.485600	47.983857	6.283164	40393.532903
7.485700	47.984486	6.283164	40392.131249
7.485800	47.985114	6.283164	40390.728838
7.485900	47.985742	6.283164	40389.325670
7.486000	47.986370	6.283164	40387.921745
7.486100	47.986999	6.283164	40386.517064
7.486200	47.987627	6.283164	40385.111628
7.486300	47.988255	6.283164	40383.705438
7.486400	47.988884	6.283164	40382.298493
7.486500	47.989512	6.283164	40380.890794
7.486600	47.990140	6.283164	40379.482343
7.486700	47.990769	6.283164	40378.073139
7.486800	47.991397	6.283164	40376.663183
7.486900	47.992025	6.283164	40375.252475
7.487000	47.992654	6.283164	40373.841017
7.487100	47.993282	6.283164	40372.428809
7.487200	47.993910	6.283164	40371.015850
7.487300	47.994539	6.283164	40369.602143
7.487400	47.995167	6.283164	40368.187687
7.487500	47.995795	6.283164	40366.772483
7.487600	47.996424	6.283164	40365.356531
7.487700	47.997052	6.283164	40363.939832
7.487800	47.997680	6.283164	40362.522387
7.487900	47.998308	6.283164	40361.104197
7.488000	47.998937	6.283164	40359.685261
7.488100	47.999565	6.283164	40358.265580
7.488200	48.000193	6.283164	40356.845155
7.488300	48.000822	6.283164	40355.423987
7.488400	48.001450	6.283164	40354.002075
7.488500	48.002078	6.283164	40352.579421
7.488600	48.002707	6.283164	40351.156025
7.488700	48.003335	6.283164	40349.731888
7.488800	48.003963	6.283164	40348.307010
7.488900	48.004592	6.283164	40346.881392
7.489000	48.005220	6.283164	40345.455034
7.489100	48.005848	6.283164	40344.027937
7.489200	48.006477	6.283164	40342.600102
7.489300	48.007105	6.283164	40341.171528
7.489400	48.007733	6.283164	40339.742218
7.489500	48.008362	6.283164	40338.312170
7.489600	48.008990	6.283164	40336.881386
7.489700	48.009618	6.283164	40335.449867
7.489800	48.010246	6.283164	40334.017612
7.489900	48.010875	6.283164	40332.584623
7.490000	48.011503	6.283164	40331.150900
7.490100	48.012131	6.283164	40329.716443
7.490200	48.012760	6.283164	40328.281253
7.490300	48.013388	6.283164	40326.845331
7.490400	48.014016	6.283164	40325.408678
7.490500	48.014645	6.283164	40323.971293
7.490600	48.015273	6.283164	40322.533178
7.490700	48.015901	6.283164	40321.094332
7.490800	48.016530	6.283164	40319.654757
7.490900	48.017158	6.283164	40318.214453
7.491000	48.017786	6.283164	40316.773421
7.491100	48.018415	6.283164	40315.331661
7.491200	48.019043	6.283164	40313.889174
7.491300	48.019671	6.283164	40312.445961
7.491400	48.020300	6.283164	40311.002021
7.491500	48.020928	6.283164	40309.557356
7.491600	48.021556	6.283164	40308.111966
7.491700	48.022185	6.283164	40306.665851
7.491800	48.022813	6.283164	40305.219013
7.491900	48.023441	6.283164	40303.771451
7.492000	48.024069	6.283164	40302.323167
7.492100	48.024698	6.283164	40300.874161
7.492200	48.025326	6.283164	40299.424434
7.492300	48.025954	6.283164	40297.973985
7.492400	48.026583	6.283164	40296.522816
7.492500	48.027211	6.283164	40295.070928
7.492600	48.027839	6.283164	40293.618320
7.492700	48.028468	6.283164	40292.164993
7.492800	48.029096	6.283164	40290.710949
7.492900	48.029724	6.283164	40289.256187
7.493000	48.030353	6.283164	40287.800708
7.493100	48.030981	6.283164	40286.344513
7.493200	48.031609	6.283164	40284.887602
7.493300	48.032238	6.283164	40283.429976
7.493400	48.032866	6.283164	40281.971635
7.493500	48.033494	6.283164	40280.512580
7.493600	48.034123	6.283164	40279.052812
7.493700	48.034751	6.283164	40277.592331
7.493800	48.035379	6.283164	40276.131138
7.493900	48.036007	6.283164	40274.669233
7.494000	48.036636	6.283164	40273.206616
7.494100	48.037264	6.283164	40271.743290
7.494200	48.037892	6.283164	40270.279253
7.494300	48.038521	6.283164	40268.814507
7.494400	48.039149	6.283164	40267.349052
7.494500	48.039777	6.283164	40265.882889
7.494600	48.040406	6.283164	40264.416018
7.494700	48.041034	6.283164	40262.948440
7.494800	48.041662	6.283164	40261.480155
7.494900	48.042291	6.283164	40260.011165
7.495000	48.042919	6.283164	40258.541469
7.495100	48.043547	6.283164	40257.071069
7.495200	48.044176	6.283164	40255.599964
7.495300	48.044804	6.283164	40254.128156
7.495400	48.045432	6.283164	40252.655644
7.495500	48.046061	6.283165	40251.182430
7.495600	48.046689	6.283165	40249.708515
7.495700	48.047317	6.283165	40248.233898
7.495800	48.047945	6.283165	40246.758580
7.495900	48.048574	6.283165	40245.282562
7.496000	48.049202	6.283165	40243.805845
7.496100	48.049830	6.283165	40242.328429
7.496200	48.050459	6.283165	40240.850314
7.496300	48.051087	6.283165	40239.371502
7.496400	48.051715	6.283165	40237.891992
7.496500	48.052344	6.283165	40236.411786
7.496600	48.052972	6.283165	40234.930883
7.496700	48.053600	6.283165	40233.449286
7.496800	48.054229	6.283165	40231.966993
7.496900	48.054857	6.283165	40230.484006
7.497000	48.055485	6.283165	40229.000325
7.497100	48.056114	6.283165	40227.515952
7.497200	48.056742	6.283165	40226.030886
7.497300	48.057370	6.283165	40224.545127
7.497400	48.057999	6.283165	40223.058678
7.497500	48.058627	6.283165	40221.571538
7.497600	48.059255	6.283165	40220.083707
7.497700	48.059883	6.283165	40218.595187
7.497800	48.060512	6.283165	40217.105978
7.497900	48.061140	6.283165	40215.616081
7.498000	48.061768	6.283165	40214.125495
7.498100	48.062397	6.283165	40212.634223
7.498200	48.063025	6.283165	40211.142264
7.498300	48.063653	6.283165	40209.649618
7.498400	48.064282	6.283165	40208.156288
7.498500	48.064910	6.283165	40206.662272
7.498600	48.065538	6.283165	40205.167572
7.498700	48.066167	6.283165	40203.672189
7.498800	48.066795	6.283165	40202.176122
7.498900	48.067423	6.283165	40200.679373
7.499000	48.068052	6.283165	40199.181942
7.499100	48.068680	6.283165	40197.683829
7.499200	48.069308	6.283165	40196.185036
7.499300	48.069937	6.283165	40194.685563
7.499400	48.070565	6.283165	40193.185410
7.499500	48.071193	6.283165	40191.684578
7.499600	48.071822	6.283165	40190.183068
7.499700	48.072450	6.283165	40188.680880
7.499800	48.073078	6.283165	40187.178014
7.499900	48.073706	6.283165	40185.674473
7.500000	48.074335	6.283165	40184.170255
7.500100	48.074963	6.283165	40182.665362
7.500200	48.075591	6.283165	40181.159793
7.500300	48.076220	6.283165	40179.653551
7.500400	48.076848	6.283165	40178.146635
7.500500	48.077476	6.283165	40176.639046
7.500600	48.078105	6.283165	40175.130785
7.500700	48.078733	6.283165	40173.621852
7.500800	48.079361	6.283165	40172.112247
7.500900	48.079990	6.283165	40170.601972
7.501000	48.080618	6.283165	40169.091027
7.501100	48.081246	6.283165	40167.579412
7.501200	48.081875	6.283165	40166.067129
7.501300	48.082503	6.283165	40164.554177
7.501400	48.083131	6.283165	40163.040558
7.501500	48.083760	6.283165	40161.526271
7.501600	48.084388	6.283165	40160.011318
7.501700	48.085016	6.283165	40158.495699
7.501800	48.085644	6.283165	40156.979415
7.501900	48.086273	6.283165	40155.462466
7.502000	48.086901	6.283165	40153.944854
7.502100	48.087529	6.283165	40152.426577
7.502200	48.088158	6.283165	40150.907638
7.502300	48.088786	6.283165	40149.388037
7.502400	48.089414	6.283165	40147.867773
7.502500	48.090043	6.283165	40146.346849
7.502600	48.090671	6.283165	40144.825264
7.502700	48.091299	6.283165	40143.303020
7.502800	48.091928	6.283165	40141.780116
7.502900	48.092556	6.283165	40140.256553
7.503000	48.093184	6.283165	40138.732333
7.503100	48.093813	6.283165	40137.207455
7.503200	48.094441	6.283165	40135.681920
7.503300	48.095069	6.283165	40134.155728
7.503400	48.095698	6.283165	40132.628882
7.503500	48.096326	6.283165	40131.101380
7.503600	48.096954	6.283165	40129.573223
7.503700	48.097582	6.283165	40128.044413
7.503800	48.098211	6.283165	40126.514949
7.503900	48.098839	6.283165	40124.984833
7.504000	48.099467	6.283165	40123.454065
7.504100	48.100096	6.283165	40121.922645
7.504200	48.100724	6.283165	40120.390575
7.504300	48.101352	6.283165	40118.857854
7.504400	48.101981	6.283165	40117.324484
7.504500	48.102609	6.283165	40115.790464
7.504600	48.103237	6.283165	40114.255796
7.504700	48.103866	6.283165	40112.720481
7.504800	48.104494	6.283165	40111.184518
7.504900	48.105122	6.283165	40109.647909
7.505000	48.105751	6.283165	40108.110653
7.505100	48.106379	6.283165	40106.572752
7.505200	48.107007	6.283165	40105.034207
7.505300	48.107636	6.283165	40103.495017
7.505400	48.108264	6.283165	40101.955184
7.505500	48.108892	6.283165	40100.414708
7.505600	48.109520	6.283165	40098.873589
7.505700	48.110149	6.283165	40097.331829
7.505800	48.110777	6.283165	40095.789427
7.505900	48.111405	6.283165	40094.246385
7.506000	48.112034	6.283165	40092.702704
7.506100	48.112662	6.283165	40091.158382
7.506200	48.113290	6.283165	40089.613422
7.506300	48.113919	6.283165	40088.067825
7.506400	48.114547	6.283165	40086.521589
7.506500	48.115175	6.283165	40084.974717
7.506600	48.115804	6.283165	40083.427208
7.506700	48.116432	6.283165	40081.879064
7.506800	48.117060	6.283165	40080.330285
7.506900	48.117689	6.283165	40078.780871
7.507000	48.118317	6.283165	40077.230824
7.507100	48.118945	6.283165	40075.680143
7.507200	48.119574	6.283165	40074.128830
7.507300	48.120202	6.283165	40072.576885
7.507400	48.120830	6.283165	40071.024309
7.507500	48.121459	6.283165	40069.471101
